lemma	inflected	label	hits	lemma_hiragana	inflected_hiragana	lemma_roman	inflected_roman
死ぬ	死なせた	V;PST;PFV;CAUS	1120000	しぬ	しなせた	shinu	shinaseta
死ぬ	死なせなかった	V;PST;PFV;CAUS;NEG	78200	しぬ	しなせなかった	shinu	shinasenakatta
死ぬ	死なせました	V;PST;PFV;CAUS;POL;FOREG	17100	しぬ	しなせました	shinu	shinasemashita
死ぬ	死なせませんでした	V;PST;PFV;CAUS;POL;FOREG;NEG	6140	しぬ	しなせませんでした	shinu	shinasemasendeshita
死ぬ	死なす	V;PRS;IPFV;CAUS	311000	しぬ	しなす	shinu	shinasu
死ぬ	死なさない	V;PRS;IPFV;CAUS;NEG	32600	しぬ	しなさない	shinu	shinasanai
死ぬ	死なします	V;PRS;IPFV;CAUS;POL;FOREG	164	しぬ	しなします	shinu	shinashimasu
死ぬ	死なしません	V;PRS;IPFV;CAUS;POL;FOREG;NEG	19	しぬ	しなしません	shinu	shinashimasen
死ぬ	死なした	V;PST;PFV;CAUS	9190	しぬ	しなした	shinu	shinashita
死ぬ	死なさなかった	V;PST;PFV;CAUS;NEG	1160	しぬ	しなさなかった	shinu	shinasanakatta
死ぬ	死なしました	V;PST;PFV;CAUS;POL;FOREG	65	しぬ	しなしました	shinu	shinashimashita
死ぬ	死なしませんでした	V;PST;PFV;CAUS;POL;FOREG;NEG	4	しぬ	しなしませんでした	shinu	shinashimasendeshita
死ぬ	死なせられる	V;PRS;IPFV;CAUS;PASS	66100	しぬ	しなせられる	shinu	shinaserareru
死ぬ	死なせられない	V;PRS;IPFV;CAUS;PASS;NEG	61100	しぬ	しなせられない	shinu	shinaserarenai
死ぬ	死なせられます	V;PRS;IPFV;CAUS;PASS;POL;FOREG	5380	しぬ	しなせられます	shinu	shinaseraremasu
死ぬ	死なせられません	V;PRS;IPFV;CAUS;PASS;POL;FOREG;NEG	3660	しぬ	しなせられません	shinu	shinaseraremasen
死ぬ	死なせられた	V;PST;PFV;CAUS;PASS	14300	しぬ	しなせられた	shinu	shinaserareta
死ぬ	死なせられなかった	V;PST;PFV;CAUS;PASS;NEG	7330	しぬ	しなせられなかった	shinu	shinaserarenakatta
死ぬ	死なせられました	V;PST;PFV;CAUS;PASS;POL;FOREG	4460	しぬ	しなせられました	shinu	shinaseraremashita
死ぬ	死なせられませんでした	V;PST;PFV;CAUS;PASS;POL;FOREG;NEG	2	しぬ	しなせられませんでした	shinu	shinaseraremasendeshita
死ぬ	死なされる	V;PRS;IPFV;CAUS;PASS	21900	しぬ	しなされる	shinu	shinasareru
死ぬ	死なされない	V;PRS;IPFV;CAUS;PASS;NEG	454	しぬ	しなされない	shinu	shinasarenai
死ぬ	死なされます	V;PRS;IPFV;CAUS;PASS;POL;FOREG	916	しぬ	しなされます	shinu	shinasaremasu
死ぬ	死なされません	V;PRS;IPFV;CAUS;PASS;POL;FOREG;NEG	7	しぬ	しなされません	shinu	shinasaremasen
死ぬ	死なされた	V;PST;PFV;CAUS;PASS	20200	しぬ	しなされた	shinu	shinasareta
死ぬ	死なされなかった	V;PST;PFV;CAUS;PASS;NEG	5	しぬ	しなされなかった	shinu	shinasarenakatta
死ぬ	死なされました	V;PST;PFV;CAUS;PASS;POL;FOREG	1050	しぬ	しなされました	shinu	shinasaremashita
死ぬ	死なされませんでした	V;PST;PFV;CAUS;PASS;POL;FOREG;NEG	3	しぬ	しなされませんでした	shinu	shinasaremasendeshita
死ぬ	お死にになる	V;FORM;ELEV;PRS;IPFV	3590	しぬ	おしにになる	shinu	oshinininaru
死ぬ	お死ににならない	V;FORM;ELEV;PRS;IPFV;NEG	2	しぬ	おしににならない	shinu	oshinininaranai
死ぬ	お死にになります	V;FORM;ELEV;PRS;IPFV;POL;FOREG	4	しぬ	おしにになります	shinu	oshinininarimasu
死ぬ	お死にになりません	V;FORM;ELEV;PRS;IPFV;POL;FOREG;NEG	0	しぬ	おしにになりません	shinu	oshinininarimasen
死ぬ	お死にになった	V;FORM;ELEV;PST;PFV	3600	しぬ	おしにになった	shinu	oshinininatta
死ぬ	お死ににならなかった	V;FORM;ELEV;PST;PFV;NEG	0	しぬ	おしににならなかった	shinu	oshinininaranakatta
死ぬ	お死にになりました	V;FORM;ELEV;PST;PFV;POL;FOREG	220	しぬ	おしにになりました	shinu	oshinininarimashita
死ぬ	お死にになりませんでした	V;FORM;ELEV;PST;PFV;POL;FOREG;NEG	0	しぬ	おしにになりませんでした	shinu	oshinininarimasendeshita
死ぬ	お死にする	V;FORM;HUMB;PRS;IPFV	6	しぬ	おしにする	shinu	oshinisuru
死ぬ	お死にしない	V;FORM;HUMB;PRS;IPFV;NEG	0	しぬ	おしにしない	shinu	oshinishinai
死ぬ	お死にします	V;FORM;HUMB;PRS;IPFV;POL;FOREG	2	しぬ	おしにします	shinu	oshinishimasu
死ぬ	お死にしません	V;FORM;HUMB;PRS;IPFV;POL;FOREG;NEG	0	しぬ	おしにしません	shinu	oshinishimasen
死ぬ	お死にした	V;FORM;HUMB;PST;PFV	2	しぬ	おしにした	shinu	oshinishita
死ぬ	お死にしなかった	V;FORM;HUMB;PST;PFV;NEG	0	しぬ	おしにしなかった	shinu	oshinishinakatta
死ぬ	お死にしました	V;FORM;HUMB;PST;PFV;POL;FOREG	6	しぬ	おしにしました	shinu	oshinishimashita
死ぬ	お死にしませんでした	V;FORM;HUMB;PST;PFV;POL;FOREG;NEG	0	しぬ	おしにしませんでした	shinu	oshinishimasendeshita
死ぬ	死なせていただく	V;FORM;HUMB;PRS;IPFV;PERM	31300	しぬ	しなせていただく	shinu	shinaseteitadaku
死ぬ	死なせていただかない	V;FORM;HUMB;PRS;IPFV;NEG;PERM	0	しぬ	しなせていただかない	shinu	shinaseteitadakanai
死ぬ	死なせていただきます	V;FORM;HUMB;PRS;IPFV;POL;FOREG;PERM	91700	しぬ	しなせていただきます	shinu	shinaseteitadakimasu
死ぬ	死なせていただきません	V;FORM;HUMB;PRS;IPFV;POL;FOREG;NEG;PERM	0	しぬ	しなせていただきません	shinu	shinaseteitadakimasen
死ぬ	死なせていただいた	V;FORM;HUMB;PST;PFV;PERM	5	しぬ	しなせていただいた	shinu	shinaseteitadaita
死ぬ	死なせていただかなかった	V;FORM;HUMB;PST;PFV;NEG;PERM	0	しぬ	しなせていただかなかった	shinu	shinaseteitadakanakatta
死ぬ	死なせていただきました	V;FORM;HUMB;PST;PFV;POL;FOREG;PERM	8	しぬ	しなせていただきました	shinu	shinaseteitadakimashita
死ぬ	死なせていただきませんでした	V;FORM;HUMB;PST;PFV;POL;FOREG;NEG;PERM	0	しぬ	しなせていただきませんでした	shinu	shinaseteitadakimasendeshita
閉まる	閉まる	V;PRS;IPFV	6130000	しまる	しまる	shimaru	shimaru
閉まる	閉まらない	V;PRS;IPFV;NEG	6670000	しまる	しまらない	shimaru	shimaranai
閉まる	閉まらないです	V;PRS;IPFV;POL;NEG;COL	5650000	しまる	しまらないです	shimaru	shimaranaidesu
閉まる	閉まります	V;PRS;IPFV;POL;FOREG	3310000	しまる	しまります	shimaru	shimarimasu
閉まる	閉まりません	V;PRS;IPFV;POL;FOREG;NEG	9430000	しまる	しまりません	shimaru	shimarimasen
閉まる	閉まるだろう	V;PRS;IPFV;PROSP	3290	しまる	しまるだろう	shimaru	shimarudarou
閉まる	閉まらないだろう	V;PRS;IPFV;PROSP;NEG	39400	しまる	しまらないだろう	shimaru	shimaranaidarou
閉まる	閉まるでしょう	V;PRS;IPFV;PROSP;POL	167000	しまる	しまるでしょう	shimaru	shimarudeshou
閉まる	閉まらないでしょう	V;PRS;IPFV;PROSP;POL;NEG	127000	しまる	しまらないでしょう	shimaru	shimaranaideshou
閉まる	閉まった	V;PST;PFV	5200000	しまる	しまった	shimaru	shimatta
閉まる	閉まらなかった	V;PST;PFV;NEG	3910000	しまる	しまらなかった	shimaru	shimaranakatta
閉まる	閉まらなかったです	V;PST;PFV;POL;NEG;COL	481000	しまる	しまらなかったです	shimaru	shimaranakattadesu
閉まる	閉まりました	V;PST;PFV;POL;FOREG	5330000	しまる	しまりました	shimaru	shimarimashita
閉まる	閉まりませんでした	V;PST;PFV;POL;FOREG;NEG	4810000	しまる	しまりませんでした	shimaru	shimarimasendeshita
閉まる	閉まっただろう	V;PST;PFV;PROSP	480	しまる	しまっただろう	shimaru	shimattadarou
閉まる	閉まらなかっただろう	V;PST;PFV;PROSP;NEG	10	しまる	しまらなかっただろう	shimaru	shimaranakattadarou
閉まる	閉まったでしょう	V;PST;PFV;PROSP;POL	10	しまる	しまったでしょう	shimaru	shimattadeshou
閉まる	閉まらなかったでしょう	V;PST;PFV;PROSP;POL;NEG	5	しまる	しまらなかったでしょう	shimaru	shimaranakattadeshou
閉まる	閉まろう	V;INTEN	12200	しまる	しまろう	shimaru	shimarou
閉まる	閉まりましょう	V;INTEN;POL;FOREG	987	しまる	しまりましょう	shimaru	shimarimashou
閉まる	閉まりたい	V;PRS;IPFV;OPT;1	1250	しまる	しまりたい	shimaru	shimaritai
閉まる	閉まりたくない	V;PRS;IPFV;OPT;NEG;1	52	しまる	しまりたくない	shimaru	shimaritakunai
閉まる	閉まりたいです	V;PRS;IPFV;OPT;POL;1	1	しまる	しまりたいです	shimaru	shimaritaidesu
閉まる	閉まりたくないです	V;PRS;IPFV;OPT;POL;NEG;1	0	しまる	しまりたくないです	shimaru	shimaritakunaidesu
閉まる	閉まりたかった	V;PST;PFV;OPT;1	4	しまる	しまりたかった	shimaru	shimaritakatta
閉まる	閉まりたくなかった	V;PST;PFV;OPT;NEG;1	1	しまる	しまりたくなかった	shimaru	shimaritakunakatta
閉まる	閉まりたかったです	V;PST;PFV;OPT;POL;1	1	しまる	しまりたかったです	shimaru	shimaritakattadesu
閉まる	閉まりたくなかったです	V;PST;PFV;OPT;POL;NEG;1	0	しまる	しまりたくなかったです	shimaru	shimaritakunakattadesu
閉まる	閉まりたがる	V;PRS;IPFV;OPT;3	892	しまる	しまりたがる	shimaru	shimaritagaru
閉まる	閉まりたがらない	V;PRS;IPFV;OPT;NEG;3	1	しまる	しまりたがらない	shimaru	shimaritagaranai
閉まる	閉まりたがります	V;PRS;IPFV;OPT;POL;FOREG;3	2	しまる	しまりたがります	shimaru	shimaritagarimasu
閉まる	閉まりたがりません	V;PRS;IPFV;OPT;POL;FOREG;NEG;3	0	しまる	しまりたがりません	shimaru	shimaritagarimasen
閉まる	閉まりたがった	V;PST;PFV;OPT;3	1	しまる	しまりたがった	shimaru	shimaritagatta
閉まる	閉まりたがらなかった	V;PST;PFV;OPT;NEG;3	0	しまる	しまりたがらなかった	shimaru	shimaritagaranakatta
閉まる	閉まりたがりました	V;PST;PFV;OPT;POL;FOREG;3	0	しまる	しまりたがりました	shimaru	shimaritagarimashita
閉まる	閉まりたがりませんでした	V;PST;PFV;OPT;POL;FOREG;NEG;3	0	しまる	しまりたがりませんでした	shimaru	shimaritagarimasendeshita
閉まる	閉まれ	V;IMP;OBLIG	2090000	しまる	しまれ	shimaru	shimare
閉まる	閉まりな	V;IMP;OBLIG;COL	2720	しまる	しまりな	shimaru	shimarina
閉まる	閉まりなさい	V;IMP;OBLIG;POL	709	しまる	しまりなさい	shimaru	shimarinasai
閉まる	閉まって	V;IMP;COL	20800000	しまる	しまって	shimaru	shimatte
閉まる	閉まってください	V;IMP;POL	2050000	しまる	しまってください	shimaru	shimattekudasai
閉まる	お閉まりください	V;FORM;IMP;POL	2	しまる	おしまりください	shimaru	oshimarikudasai
閉まる	閉まるな	V;IMP;OBLIG;NEG	9400	しまる	しまるな	shimaru	shimaruna
閉まる	閉まらないで	V;IMP;NEG;COL	356000	しまる	しまらないで	shimaru	shimaranaide
閉まる	閉まらないでください	V;IMP;POL;NEG	77200	しまる	しまらないでください	shimaru	shimaranaidekudasai
閉まる	お閉まりにならないでください	V;FORM;IMP;POL;NEG	0	しまる	おしまりにならないでください	shimaru	oshimarininaranaidekudasai
閉まる	閉まれる	V;PRS;IPFV;POT	4890	しまる	しまれる	shimaru	shimareru
閉まる	閉まれない	V;PRS;IPFV;POT;NEG	14500	しまる	しまれない	shimaru	shimarenai
閉まる	閉まれます	V;PRS;IPFV;POT;POL;FOREG	5340	しまる	しまれます	shimaru	shimaremasu
閉まる	閉まれません	V;PRS;IPFV;POT;POL;FOREG;NEG	10	しまる	しまれません	shimaru	shimaremasen
閉まる	閉まれた	V;PST;PFV;POT	18800	しまる	しまれた	shimaru	shimareta
閉まる	閉まれなかった	V;PST;PFV;POT;NEG	6	しまる	しまれなかった	shimaru	shimarenakatta
閉まる	閉まれました	V;PST;PFV;POT;POL;FOREG	5	しまる	しまれました	shimaru	shimaremashita
閉まる	閉まれませんでした	V;PST;PFV;POT;POL;FOREG;NEG	2	しまる	しまれませんでした	shimaru	shimaremasendeshita
閉まる	閉まられる	V;PRS;IPFV;PASS	2350	しまる	しまられる	shimaru	shimarareru
閉まる	閉まられない	V;PRS;IPFV;PASS;NEG	421	しまる	しまられない	shimaru	shimararenai
閉まる	閉まられます	V;PRS;IPFV;PASS;POL;FOREG	9170	しまる	しまられます	shimaru	shimararemasu
閉まる	閉まられません	V;PRS;IPFV;PASS;POL;FOREG;NEG	9	しまる	しまられません	shimaru	shimararemasen
閉まる	閉まられた	V;PST;PFV;PASS	3810	しまる	しまられた	shimaru	shimarareta
閉まる	閉まられなかった	V;PST;PFV;PASS;NEG	7	しまる	しまられなかった	shimaru	shimararenakatta
閉まる	閉まられました	V;PST;PFV;PASS;POL;FOREG	10	しまる	しまられました	shimaru	shimararemashita
閉まる	閉まられませんでした	V;PST;PFV;PASS;POL;FOREG;NEG	5	しまる	しまられませんでした	shimaru	shimararemasendeshita
閉まる	閉まられる	V;PRS;IPFV;ELEV	2350	しまる	しまられる	shimaru	shimarareru
閉まる	閉まられない	V;PRS;IPFV;ELEV;NEG	421	しまる	しまられない	shimaru	shimararenai
閉まる	閉まられます	V;PRS;IPFV;ELEV;POL;FOREG	9170	しまる	しまられます	shimaru	shimararemasu
閉まる	閉まられません	V;PRS;IPFV;ELEV;POL;FOREG;NEG	9	しまる	しまられません	shimaru	shimararemasen
閉まる	閉まられた	V;PST;PFV;ELEV	3810	しまる	しまられた	shimaru	shimarareta
閉まる	閉まられなかった	V;PST;PFV;ELEV;NEG	7	しまる	しまられなかった	shimaru	shimararenakatta
閉まる	閉まられました	V;PST;PFV;ELEV;POL;FOREG	10	しまる	しまられました	shimaru	shimararemashita
閉まる	閉まられませんでした	V;PST;PFV;ELEV;POL;FOREG;NEG	5	しまる	しまられませんでした	shimaru	shimararemasendeshita
閉まる	閉まらせる	V;PRS;IPFV;CAUS	183	しまる	しまらせる	shimaru	shimaraseru
閉まる	閉まらせない	V;PRS;IPFV;CAUS;NEG	127	しまる	しまらせない	shimaru	shimarasenai
閉まる	閉まらせます	V;PRS;IPFV;CAUS;POL;FOREG	9	しまる	しまらせます	shimaru	shimarasemasu
閉まる	閉まらせません	V;PRS;IPFV;CAUS;POL;FOREG;NEG	3	しまる	しまらせません	shimaru	shimarasemasen
閉まる	閉まらせた	V;PST;PFV;CAUS	258000	しまる	しまらせた	shimaru	shimaraseta
閉まる	閉まらせなかった	V;PST;PFV;CAUS;NEG	2	しまる	しまらせなかった	shimaru	shimarasenakatta
閉まる	閉まらせました	V;PST;PFV;CAUS;POL;FOREG	2	しまる	しまらせました	shimaru	shimarasemashita
閉まる	閉まらせませんでした	V;PST;PFV;CAUS;POL;FOREG;NEG	0	しまる	しまらせませんでした	shimaru	shimarasemasendeshita
閉まる	閉まらす	V;PRS;IPFV;CAUS	254000	しまる	しまらす	shimaru	shimarasu
閉まる	閉まらさない	V;PRS;IPFV;CAUS;NEG	0	しまる	しまらさない	shimaru	shimarasanai
閉まる	閉まらします	V;PRS;IPFV;CAUS;POL;FOREG	0	しまる	しまらします	shimaru	shimarashimasu
閉まる	閉まらしません	V;PRS;IPFV;CAUS;POL;FOREG;NEG	1	しまる	しまらしません	shimaru	shimarashimasen
閉まる	閉まらした	V;PST;PFV;CAUS	0	しまる	しまらした	shimaru	shimarashita
閉まる	閉まらさなかった	V;PST;PFV;CAUS;NEG	0	しまる	しまらさなかった	shimaru	shimarasanakatta
閉まる	閉まらしました	V;PST;PFV;CAUS;POL;FOREG	1	しまる	しまらしました	shimaru	shimarashimashita
閉まる	閉まらしませんでした	V;PST;PFV;CAUS;POL;FOREG;NEG	0	しまる	しまらしませんでした	shimaru	shimarashimasendeshita
閉まる	閉まらせられる	V;PRS;IPFV;CAUS;PASS	6	しまる	しまらせられる	shimaru	shimaraserareru
閉まる	閉まらせられない	V;PRS;IPFV;CAUS;PASS;NEG	1	しまる	しまらせられない	shimaru	shimaraserarenai
閉まる	閉まらせられます	V;PRS;IPFV;CAUS;PASS;POL;FOREG	1	しまる	しまらせられます	shimaru	shimaraseraremasu
閉まる	閉まらせられません	V;PRS;IPFV;CAUS;PASS;POL;FOREG;NEG	1	しまる	しまらせられません	shimaru	shimaraseraremasen
閉まる	閉まらせられた	V;PST;PFV;CAUS;PASS	0	しまる	しまらせられた	shimaru	shimaraserareta
閉まる	閉まらせられなかった	V;PST;PFV;CAUS;PASS;NEG	0	しまる	しまらせられなかった	shimaru	shimaraserarenakatta
閉まる	閉まらせられました	V;PST;PFV;CAUS;PASS;POL;FOREG	0	しまる	しまらせられました	shimaru	shimaraseraremashita
閉まる	閉まらせられませんでした	V;PST;PFV;CAUS;PASS;POL;FOREG;NEG	0	しまる	しまらせられませんでした	shimaru	shimaraseraremasendeshita
閉まる	閉まらされる	V;PRS;IPFV;CAUS;PASS	1	しまる	しまらされる	shimaru	shimarasareru
閉まる	閉まらされない	V;PRS;IPFV;CAUS;PASS;NEG	1	しまる	しまらされない	shimaru	shimarasarenai
閉まる	閉まらされます	V;PRS;IPFV;CAUS;PASS;POL;FOREG	1	しまる	しまらされます	shimaru	shimarasaremasu
閉まる	閉まらされません	V;PRS;IPFV;CAUS;PASS;POL;FOREG;NEG	0	しまる	しまらされません	shimaru	shimarasaremasen
閉まる	閉まらされた	V;PST;PFV;CAUS;PASS	2	しまる	しまらされた	shimaru	shimarasareta
閉まる	閉まらされなかった	V;PST;PFV;CAUS;PASS;NEG	1	しまる	しまらされなかった	shimaru	shimarasarenakatta
閉まる	閉まらされました	V;PST;PFV;CAUS;PASS;POL;FOREG	0	しまる	しまらされました	shimaru	shimarasaremashita
閉まる	閉まらされませんでした	V;PST;PFV;CAUS;PASS;POL;FOREG;NEG	0	しまる	しまらされませんでした	shimaru	shimarasaremasendeshita
閉まる	お閉まりになる	V;FORM;ELEV;PRS;IPFV	5	しまる	おしまりになる	shimaru	oshimarininaru
閉まる	お閉まりにならない	V;FORM;ELEV;PRS;IPFV;NEG	1	しまる	おしまりにならない	shimaru	oshimarininaranai
閉まる	お閉まりになります	V;FORM;ELEV;PRS;IPFV;POL;FOREG	0	しまる	おしまりになります	shimaru	oshimarininarimasu
閉まる	お閉まりになりません	V;FORM;ELEV;PRS;IPFV;POL;FOREG;NEG	0	しまる	おしまりになりません	shimaru	oshimarininarimasen
閉まる	お閉まりになった	V;FORM;ELEV;PST;PFV	1	しまる	おしまりになった	shimaru	oshimarininatta
閉まる	お閉まりにならなかった	V;FORM;ELEV;PST;PFV;NEG	0	しまる	おしまりにならなかった	shimaru	oshimarininaranakatta
閉まる	お閉まりになりました	V;FORM;ELEV;PST;PFV;POL;FOREG	0	しまる	おしまりになりました	shimaru	oshimarininarimashita
閉まる	お閉まりになりませんでした	V;FORM;ELEV;PST;PFV;POL;FOREG;NEG	0	しまる	おしまりになりませんでした	shimaru	oshimarininarimasendeshita
閉まる	お閉まりする	V;FORM;HUMB;PRS;IPFV	1	しまる	おしまりする	shimaru	oshimarisuru
閉まる	お閉まりしない	V;FORM;HUMB;PRS;IPFV;NEG	0	しまる	おしまりしない	shimaru	oshimarishinai
閉まる	お閉まりします	V;FORM;HUMB;PRS;IPFV;POL;FOREG	0	しまる	おしまりします	shimaru	oshimarishimasu
閉まる	お閉まりしません	V;FORM;HUMB;PRS;IPFV;POL;FOREG;NEG	0	しまる	おしまりしません	shimaru	oshimarishimasen
閉まる	お閉まりした	V;FORM;HUMB;PST;PFV	0	しまる	おしまりした	shimaru	oshimarishita
閉まる	お閉まりしなかった	V;FORM;HUMB;PST;PFV;NEG	0	しまる	おしまりしなかった	shimaru	oshimarishinakatta
閉まる	お閉まりしました	V;FORM;HUMB;PST;PFV;POL;FOREG	0	しまる	おしまりしました	shimaru	oshimarishimashita
閉まる	お閉まりしませんでした	V;FORM;HUMB;PST;PFV;POL;FOREG;NEG	0	しまる	おしまりしませんでした	shimaru	oshimarishimasendeshita
閉まる	閉まらせていただく	V;FORM;HUMB;PRS;IPFV;PERM	0	しまる	しまらせていただく	shimaru	shimaraseteitadaku
閉まる	閉まらせていただかない	V;FORM;HUMB;PRS;IPFV;NEG;PERM	0	しまる	しまらせていただかない	shimaru	shimaraseteitadakanai
閉まる	閉まらせていただきます	V;FORM;HUMB;PRS;IPFV;POL;FOREG;PERM	2	しまる	しまらせていただきます	shimaru	shimaraseteitadakimasu
閉まる	閉まらせていただきません	V;FORM;HUMB;PRS;IPFV;POL;FOREG;NEG;PERM	0	しまる	しまらせていただきません	shimaru	shimaraseteitadakimasen
閉まる	閉まらせていただいた	V;FORM;HUMB;PST;PFV;PERM	0	しまる	しまらせていただいた	shimaru	shimaraseteitadaita
閉まる	閉まらせていただかなかった	V;FORM;HUMB;PST;PFV;NEG;PERM	0	しまる	しまらせていただかなかった	shimaru	shimaraseteitadakanakatta
閉まる	閉まらせていただきました	V;FORM;HUMB;PST;PFV;POL;FOREG;PERM	0	しまる	しまらせていただきました	shimaru	shimaraseteitadakimashita
閉まる	閉まらせていただきませんでした	V;FORM;HUMB;PST;PFV;POL;FOREG;NEG;PERM	0	しまる	しまらせていただきませんでした	shimaru	shimaraseteitadakimasendeshita
閉める	閉める	V;PRS;IPFV	13000000	しめる	しめる	shimeru	shimeru
閉める	閉めない	V;PRS;IPFV;NEG	1390000	しめる	しめない	shimeru	shimenai
閉める	閉めないです	V;PRS;IPFV;POL;NEG;COL	447000	しめる	しめないです	shimeru	shimenaidesu
閉める	閉めます	V;PRS;IPFV;POL;FOREG	1100000	しめる	しめます	shimeru	shimemasu
閉める	閉めません	V;PRS;IPFV;POL;FOREG;NEG	25000	しめる	しめません	shimeru	shimemasen
閉める	閉めるだろう	V;PRS;IPFV;PROSP	4910	しめる	しめるだろう	shimeru	shimerudarou
閉める	閉めないだろう	V;PRS;IPFV;PROSP;NEG	17800	しめる	しめないだろう	shimeru	shimenaidarou
閉める	閉めるでしょう	V;PRS;IPFV;PROSP;POL	32200	しめる	しめるでしょう	shimeru	shimerudeshou
閉める	閉めないでしょう	V;PRS;IPFV;PROSP;POL;NEG	65900	しめる	しめないでしょう	shimeru	shimenaideshou
閉める	閉めた	V;PST;PFV	5890000	しめる	しめた	shimeru	shimeta
閉める	閉めなかった	V;PST;PFV;NEG	279000	しめる	しめなかった	shimeru	shimenakatta
閉める	閉めなかったです	V;PST;PFV;POL;NEG;COL	5960	しめる	しめなかったです	shimeru	shimenakattadesu
閉める	閉めました	V;PST;PFV;POL;FOREG	603000	しめる	しめました	shimeru	shimemashita
閉める	閉めませんでした	V;PST;PFV;POL;FOREG;NEG	91100	しめる	しめませんでした	shimeru	shimemasendeshita
閉める	閉めただろう	V;PST;PFV;PROSP	733	しめる	しめただろう	shimeru	shimetadarou
閉める	閉めなかっただろう	V;PST;PFV;PROSP;NEG	10	しめる	しめなかっただろう	shimeru	shimenakattadarou
閉める	閉めたでしょう	V;PST;PFV;PROSP;POL	9	しめる	しめたでしょう	shimeru	shimetadeshou
閉める	閉めなかったでしょう	V;PST;PFV;PROSP;POL;NEG	6	しめる	しめなかったでしょう	shimeru	shimenakattadeshou
閉める	閉めよう	V;INTEN	3960000	しめる	しめよう	shimeru	shimeyou
閉める	閉めましょう	V;INTEN;POL;FOREG	113000	しめる	しめましょう	shimeru	shimemashou
閉める	閉めたい	V;PRS;IPFV;OPT;1	317000	しめる	しめたい	shimeru	shimetai
閉める	閉めたくない	V;PRS;IPFV;OPT;NEG;1	25000	しめる	しめたくない	shimeru	shimetakunai
閉める	閉めたいです	V;PRS;IPFV;OPT;POL;1	87300	しめる	しめたいです	shimeru	shimetaidesu
閉める	閉めたくないです	V;PRS;IPFV;OPT;POL;NEG;1	12600	しめる	しめたくないです	shimeru	shimetakunaidesu
閉める	閉めたかった	V;PST;PFV;OPT;1	301000	しめる	しめたかった	shimeru	shimetakatta
閉める	閉めたくなかった	V;PST;PFV;OPT;NEG;1	56000	しめる	しめたくなかった	shimeru	shimetakunakatta
閉める	閉めたかったです	V;PST;PFV;OPT;POL;1	18300	しめる	しめたかったです	shimeru	shimetakattadesu
閉める	閉めたくなかったです	V;PST;PFV;OPT;POL;NEG;1	5	しめる	しめたくなかったです	shimeru	shimetakunakattadesu
閉める	閉めたがる	V;PRS;IPFV;OPT;3	67000	しめる	しめたがる	shimeru	shimetagaru
閉める	閉めたがらない	V;PRS;IPFV;OPT;NEG;3	8230	しめる	しめたがらない	shimeru	shimetagaranai
閉める	閉めたがります	V;PRS;IPFV;OPT;POL;FOREG;3	5760	しめる	しめたがります	shimeru	shimetagarimasu
閉める	閉めたがりません	V;PRS;IPFV;OPT;POL;FOREG;NEG;3	4	しめる	しめたがりません	shimeru	shimetagarimasen
閉める	閉めたがった	V;PST;PFV;OPT;3	74	しめる	しめたがった	shimeru	shimetagatta
閉める	閉めたがらなかった	V;PST;PFV;OPT;NEG;3	3	しめる	しめたがらなかった	shimeru	shimetagaranakatta
閉める	閉めたがりました	V;PST;PFV;OPT;POL;FOREG;3	4	しめる	しめたがりました	shimeru	shimetagarimashita
閉める	閉めたがりませんでした	V;PST;PFV;OPT;POL;FOREG;NEG;3	1	しめる	しめたがりませんでした	shimeru	shimetagarimasendeshita
閉める	閉めろ	V;IMP;OBLIG	370000	しめる	しめろ	shimeru	shimero
閉める	閉めな	V;IMP;OBLIG;COL	175000	しめる	しめな	shimeru	shimena
閉める	閉めなさい	V;IMP;OBLIG;POL	68800	しめる	しめなさい	shimeru	shimenasai
閉める	閉めて	V;IMP;COL	13900000	しめる	しめて	shimeru	shimete
閉める	閉めてください	V;IMP;POL	9580000	しめる	しめてください	shimeru	shimetekudasai
閉める	お閉めください	V;FORM;IMP;POL	95900	しめる	おしめください	shimeru	oshimekudasai
閉める	閉めるな	V;IMP;OBLIG;NEG	135000	しめる	しめるな	shimeru	shimeruna
閉める	閉めないで	V;IMP;NEG;COL	513000	しめる	しめないで	shimeru	shimenaide
閉める	閉めないでください	V;IMP;POL;NEG	322000	しめる	しめないでください	shimeru	shimenaidekudasai
閉める	お閉めにならないでください	V;FORM;IMP;POL;NEG	2	しめる	おしめにならないでください	shimeru	oshimeninaranaidekudasai
閉める	閉められる	V;PRS;IPFV;POT	1330000	しめる	しめられる	shimeru	shimerareru
閉める	閉められない	V;PRS;IPFV;POT;NEG	1200000	しめる	しめられない	shimeru	shimerarenai
閉める	閉められます	V;PRS;IPFV;POT;POL;FOREG	3830000	しめる	しめられます	shimeru	shimeraremasu
閉める	閉められません	V;PRS;IPFV;POT;POL;FOREG;NEG	3530000	しめる	しめられません	shimeru	shimeraremasen
閉める	閉められた	V;PST;PFV;POT	2230000	しめる	しめられた	shimeru	shimerareta
閉める	閉められなかった	V;PST;PFV;POT;NEG	830000	しめる	しめられなかった	shimeru	shimerarenakatta
閉める	閉められました	V;PST;PFV;POT;POL;FOREG	2420000	しめる	しめられました	shimeru	shimeraremashita
閉める	閉められませんでした	V;PST;PFV;POT;POL;FOREG;NEG	1570000	しめる	しめられませんでした	shimeru	shimeraremasendeshita
